,Comment,Sentiment_Polarity,Sentiment_Label
137,""" once upon a time in the recent future""  does that even make sense ?",0.0,Neutral
138,It Cora from Downton Abbey.,0.0,Neutral
139,before the sjws took over and made it about #orangemanbad,0.0,Neutral
140,Is this girl from episode of Miami Vice?,0.0,Neutral
141,"I want to like the miniseries, but only about a quarter of each episode I watched was interesting.",0.25,Positive
142,I remember this film being much more affecting than the trailer would make it seem. Haven't seen it since i was in my early teens though. I read the book a few years after seeing the film. The series is great because it's been so cleverly updated to reflect our society and make the fears truly relevant to a modern audience.,0.28095238095238095,Positive
143,"Back when the handmaids tale was a reaction to the Iranian islamic revolution, before it was twisted into a pro abortion attack on Donald Trump.",-0.25,Negative
144,too much chatting for handmaids,0.2,Neutral
145,"this is not a trailer, this is a whole ass movie",0.2,Neutral
146,Itâ€™s weird how crappy this is. Like they didnâ€™t even try to make it a scary world for women. Itâ€™s just the cool new thing everyone is doing now.,-0.12840909090909092,Neutral
147,So stupid,-0.7999999999999999,Negative
148,Hahahahahhaaa,0.0,Neutral
149,"Crazy awesome cast
Seriously odd trailer, though.

The Hulu/Elizabeth Moss incarnation is 1000% superior.",0.23333333333333334,Positive
150,"The abundant biology unlikely stop because bamboo eventually number plus a successful wealth. depressed, juicy feet",0.2833333333333333,Positive
151,"Now we know it's not the women with fertility problems, eh ?",0.0,Neutral
152,"""Once upon a time in the recent future""
What the FUCK is the ""recent future""?",-0.08,Neutral
153,Starring Natasha Richardson and the sound mic.,0.4,Positive
154,"The show was at lot darker and more frightening. I havenâ€™t even seen the movie but from this trailer, it comes off as a romance",0.0,Neutral
155,I really liked the original film with the late Natasha Richardson. Such a shame that she's gone. ðŸ˜¥ðŸ™,0.16875,Neutral
156,Faye Dunaway there would make me want to try the theory that we need a handmaid.,0.0,Neutral
157,This looks like shit after seeing the tv series.,-0.2,Neutral
158,Natasha was maybe too beautiful for the part. Elisabeth Moss is just homely enough.,0.425,Positive
159,"I had no idea about this movie. The cast is amazing, but It looks weird.",0.050000000000000044,Neutral
160,They should make this into a show,0.0,Neutral
161,Burdaki oyuncular 2017 versiyonuna gÃ¶re daha iyi seÃ§ilmiÅŸðŸ˜ðŸ˜,0.0,Neutral
162,I was today years old when finding out thereâ€™s a movie ðŸ¤¯,0.1,Neutral
163,Aiden!,0.0,Neutral
164,Natasha!,0.0,Neutral
165,The old and new one are still just as horrific. Let's hope this never happens like it did in the movie/show-,-0.2545454545454546,Negative
166,"No sabÃ­a de esta pelÃ­cula, hasta hoy que me la ha recomendado YouTube",0.0,Neutral
167,Wow I did not know this existed ðŸ˜…,0.1,Neutral
168,Not even one POC was in the trailer lmao,0.6,Positive
169,This looks like it would have been pretty good back in the day.,0.31666666666666665,Positive
170,trump !!!!!!!!!,0.0,Neutral
171,They was a movie?????,0.0,Neutral
172,Too creepy. Definitely canâ€™t handle this one,-0.25,Negative
173,It's incredible how this movie from 1990 looks like 1980,0.9,Positive
174,This had some big names! Cheesy AF though. ðŸ˜„,-0.25,Negative
175,"Or, from the Commander's pov: the Handmaid's Tail.",0.0,Neutral
176,RIP Natasha Richardson !,0.0,Neutral
177,This looks very funny,0.325,Positive
178,Wow this seems way less tedious than the constant close ups of Elizabeth Moss' ugly mug.,-0.2533333333333333,Negative
179,This looks awful.,-1.0,Negative
180,Is this meant to be a horrific dystopian or a soap opera?,-1.0,Negative
181,Iâ€™ve never seen the movie but the series is both amazing and hard to watch all at the same time.,0.1027777777777778,Neutral
182,Some serious actors in this.,-0.3333333333333333,Negative
183,"It was very good for it's time. People so critical of a movie made 30 something years ago compared to a massive budget Hulu series . Of course it's dated now but the fact that someone took it on 30 years ago when ""dystopia"" wasn't the buzzword and plot of basically every movie was brave back then. And the cast was great.",0.4183333333333333,Positive
184,Debrow alert! ðŸš¨,0.0,Neutral
185,I love this show. Hulu did a great job. I had no idea it has been on 30 years. I just recently heard of this Hulu,0.43333333333333335,Positive
186,"Once upon a time in the near future 

My brain melted out of my ears when I heard that",0.05,Neutral
187,Ooh! Aiden Quinn!,0.0,Neutral
188,The 80s are strong with this one....,0.4333333333333333,Positive
189,This was just so bad,-0.6999999999999998,Negative
190,And then she gave birth to two Lindsay Lohans,0.0,Neutral
191,"I may be in the minority here, but I actually did like the movie.",0.0,Neutral
192,Thank god they took another shot at that ðŸ˜„,0.0,Neutral
193,"I tought it was good but could have been better, it had great aesthetic, decent cast and good budget, but the wrong directors.",0.3944444444444444,Positive
194,Praised be that Hulu made the show,0.0,Neutral
195,This is still my favorite adaptation of the book.,0.5,Positive
196,"Great book. Terrible movie.
Too many ""pretty"" people with poorly written lines to read.
And WHY have a man reading the preview dialog? Shouldn't it be a woman's voice, as the entire story is told from a woman's perspective?
I vaguely remember the movie; it wasn't particularly gripping after the producers were done with it, although the concept scared the crap out of me.
Hulu's Handmaid's Tale is the best thing on television! I'll pass on watching the Robert Duvall and Faye Dunnaway version again.",0.034999999999999996,Neutral
197,"The really soft lighting/filter/filmstock they used, plus the hairstyles and clothing of the era really make this look like a 1980s CBS TV Movie of the Week.",0.15000000000000002,Neutral
198,Idk but the  movieâ€™s got a Spanish Telenovela vibe ðŸ˜…,0.0,Neutral
199,Why am I just now realizing this is the mom from the parent trapðŸ¤­,0.0,Neutral
200,This looks like a parody of the Hulu show lol. Not as terrifying.,-0.09999999999999998,Neutral
201,What!!! There's a movie!,0.0,Neutral
202,A different tone all together!,0.0,Neutral
203,"The Handmaid's Tale (1990) f'u""l'l M'0'V'l""e
â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”
â˜› hereforwatch.blogspot.com/tt0099731/





âˆšâ„¢ Lorsqu'une pilule qui donne aux utilisateurs cinq minutes de super pouvoirs inattendus arrive dans les rues de
 la Nouvelle-OrlÃ©ans, un adolescent marchand et un policier local doivent faire Ã©quipe avec un ancien soldat pour
 âˆšfaire tomber le groupe responsable de sa fabrication. âˆšâ„¢ ÐšÐ¾Ð³Ð´Ð° Ñ‚Ð°Ð±Ð»ÐµÑ‚ÐºÐ°, Ð´Ð°ÑŽÑ‰Ð°Ñ Ð¿Ð¾Ð»ÑŒÐ·Ð¾Ð²Ð°Ñ‚ÐµÐ»ÑÐ¼ Ð¿ÑÑ‚ÑŒ Ð¼Ð¸Ð½ÑƒÑ‚
 âˆšÐ½ÐµÐ¾Ð¶Ð¸Ð´Ð°Ð½Ð½Ñ‹Ñ… ÑÐ²ÐµÑ€Ñ…ÑÐ¿Ð¾ÑÐ¾Ð±Ð½Ð¾ÑÑ‚ÐµÐ¹, Ð¿Ð¾Ð¿Ð°Ð´Ð°ÐµÑ‚ Ð½Ð° ÑƒÐ»Ð¸Ñ†Ñ‹ ÐÐ¾Ð²Ð¾Ð³Ð¾ ÐžÑ€Ð»ÐµÐ°Ð½Ð°, Ñ‚Ð¾Ñ€Ð³Ð¾Ð²ÐµÑ†-Ð¿Ð¾Ð´Ñ€Ð¾ÑÑ‚Ð¾Ðº Ð¸ Ð¼ÐµÑÑ‚Ð½Ñ‹Ð¹ Ð¿Ð¾Ð»Ð¸Ñ†ÐµÐ¹ÑÐºÐ¸Ð¹
 âˆšâ„¢Ð´Ð¾Ð»Ð¶Ð½Ñ‹ Ð¾Ð±ÑŠÐµÐ´Ð¸Ð½Ð¸Ñ‚ÑŒÑÑ Ñ Ð±Ñ‹Ð²ÑˆÐ¸Ð¼ ÑÐ¾Ð»Ð´Ð°Ñ‚Ð¾Ð¼, Ñ‡Ñ‚Ð¾Ð±Ñ‹ ÑƒÐ½Ð¸Ñ‡Ñ‚Ð¾Ð¶Ð¸Ñ‚ÑŒ Ð³Ñ€ÑƒÐ¿Ð¿Ñƒ, âˆšâ„¢Ð¾Ñ‚Ð²ÐµÑ‚ÑÑ‚Ð²ÐµÐ½Ð½ÑƒÑŽ Ð·Ð° ÐµÐµ ÑÐ¾Ð·Ð´Ð°Ð½Ð¸Ðµ""""""**""
 åœ¨æ•´å€‹äººé¡žæ­·å²ä¸Šï¼Œå¼·è€…ï¼Œå¯Œäººå’Œå…·æœ‰ç‹¡çŒ¾ç‰¹è³ªçš„äººæ•é£Ÿéƒ¨è½ï¼Œæ°æ—ï¼ŒåŸŽéŽ®ï¼ŒåŸŽå¸‚å’Œé„‰æ‘ä¸­çš„å¼±è€…ï¼Œç„¡`'å®ˆå’Œè²§çª®æˆå“¡ã€‚ç„¶è€Œï¼Œäººé¡žçš„
ç”Ÿå­˜æ„é¡˜è¿«ä½¿é‚£äº›è¢«æ‹’çµ•ï¼Œè¢«å‰å¥ªæˆ–æ‘§æ¯€çš„åŸºæœ¬éœ€æ±‚çš„äººå€‘æ‰¾åˆ°äº†ä¸€ç¨®ç”Ÿæ´»æ–¹å¼ï¼Œä¸¦ç¹¼çºŒå°‡å…¶Aèžå…¥ä¸æ–·ç™¼å±•çš„äººé¡žç¤¾æœƒã€‚
èªªåˆ°é£Ÿç‰©ï¼Œä¸è¦ä»¥ç‚ºé‚£äº›è¢«æ‹’çµ•çš„äººåªåƒåžƒåœ¾ã€‚ç›¸åï¼Œä»–å€‘å­¸æœƒäº†åœ¨è¢«å¿½è¦–çš„è‚‰é¡žå’Œè”¬èœä¸­å°‹æ‰¾ç‡Ÿé¤Šã€‚ä»–å€‘å­¸æœƒäº†æ¸…æ½”ï¼Œåˆ‡å¡Šï¼Œèª¿å‘³å’Œ
æ…¢ç‡‰æ…¢ç‡‰çš„é‡Žèœå’Œè‚‰é¡žï¼Œåœ¨é£Ÿå“å¸‚å ´ä¸Šè¢«å¿½ç•¥çš„éƒ¨åˆ†å®¶ç”¨è”¬èœå’Œè‚‰é¡žï¼Œä¸¦ä¸”å­¸æœƒäº†ä½¿ç”¨èŠ³é¦™çš„æœ¨ç…™ï¼ˆå¦‚å±±æ ¸æ¡ƒï¼Œå±±æ ¸æ¡ƒå’Œè±†ç§‘çŒæœ¨ï¼‰ä¾†èª¿å‘³é£Ÿç‰©ç…®çš„æ™‚å€™""""""""""""""'""""""",0.16666666666666666,Neutral
204,"The Handmaid's Tale (1990) Ûž FÃºll MÃ¶VÃ­Ã© Ûž
â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”
âˆš playonmegamovie.blogspot.com/tt0099731/XuXF



åœ¨æ•´å€‹äººé¡žæ­·å²ä¸Šï¼Œå¼·è€…ï¼Œå¯Œäººå’Œå…·æœ‰ç‹¡çŒ¾ç‰¹è³ªçš„äººæ•é£Ÿéƒ¨è½ï¼Œæ°æ—ï¼ŒåŸŽéŽ®ï¼ŒåŸŽå¸‚å’Œé„‰æ‘ä¸­çš„å¼±è€…ï¼Œç„¡`'å®ˆå’Œè²§çª®æˆå“¡ã€‚ç„¶è€Œï¼Œäººé¡žçš„
ç”Ÿå­˜æ„é¡˜è¿«ä½¿é‚£äº›è¢«æ‹’çµ•ï¼Œè¢«å‰å¥ªæˆ–æ‘§æ¯€çš„åŸºæœ¬éœ€æ±‚çš„äººå€‘æ‰¾åˆ°äº†ä¸€ç¨®ç”Ÿæ´»æ–¹å¼ï¼Œä¸¦ç¹¼çºŒå°‡å…¶Aèžå…¥ä¸æ–·ç™¼å±•çš„äººé¡žç¤¾æœƒã€‚
èªªåˆ°é£Ÿç‰©ï¼Œä¸è¦ä»¥ç‚ºé‚£äº›è¢«æ‹’çµ•çš„äººåªåƒåžƒåœ¾ã€‚ç›¸åï¼Œä»–å€‘å­¸æœƒäº†åœ¨è¢«å¿½è¦–çš„è‚‰é¡žå’Œè”¬èœä¸­å°‹æ‰¾ç‡Ÿé¤Šã€‚ä»–å€‘å­¸æœƒäº†æ¸…æ½”ï¼Œåˆ‡å¡Šï¼Œèª¿å‘³å’Œ
æ…¢ç‡‰æ…¢ç‡‰çš„é‡Žèœå’Œè‚‰é¡žï¼Œåœ¨é£Ÿå“å¸‚å ´ä¸Šè¢«å¿½ç•¥çš„éƒ¨åˆ†å®¶ç”¨è”¬èœå’Œè‚‰é¡žï¼Œä¸¦ä¸”å­¸æœƒäº†ä½¿ç”¨èŠ³é¦™çš„æœ¨ç…™ï¼ˆå¦‚å±±æ ¸æ¡ƒï¼Œå±±æ ¸æ¡ƒå’Œè±†ç§‘çŒæœ¨ï¼‰ä¾†èª¿å‘³é£Ÿç‰©ç…®çš„æ™‚å€™:
âˆšâ„¢ Lorsqu'une pilule qui donne aux utilisateurs cinq minutes de super pouvoirs inattendus arrive dans les rues de
 la Nouvelle-OrlÃ©ans, un adolescent marchand et un policier local doivent faire Ã©quipe avec un ancien soldat pour
 â€”faire tomber le groupe responsable de sa fabrication. âˆšâ„¢ ÐšÐ¾Ð³Ð´Ð° Ñ‚Ð°Ð±Ð»ÐµÑ‚ÐºÐ°, Ð´Ð°ÑŽÑ‰Ð°Ñ Ð¿Ð¾Ð»ÑŒÐ·Ð¾Ð²Ð°Ñ‚ÐµÐ»ÑÐ¼ Ð¿ÑÑ‚ÑŒ Ð¼Ð¸Ð½ÑƒÑ‚
 Ð½ÐµÐ¾Ð¶Ð¸Ð´Ð°Ð½Ð½Ñ‹Ñ… ÑÐ²ÐµÑ€Ñ…ÑÐ¿Ð¾ÑÐ¾Ð±Ð½Ð¾ÑÑ‚ÐµÐ¹, Ð¿Ð¾Ð¿Ð°Ð´Ð°ÐµÑ‚ Ð½Ð° ÑƒÐ»Ð¸Ñ†Ñ‹ ÐÐ¾Ð²Ð¾Ð³Ð¾ ÐžÑ€Ð»ÐµÐ°Ð½Ð°, Ñ‚Ð¾Ñ€Ð³Ð¾Ð²ÐµÑ†-Ð¿Ð¾Ð´Ñ€Ð¾ÑÑ‚Ð¾Ðº Ð¸ Ð¼ÐµÑÑ‚Ð½Ñ‹Ð¹ â€”Ð¿Ð¾Ð»Ð¸Ñ†ÐµÐ¹ÑÐºÐ¸Ð¹
 Ð´Ð¾Ð»Ð¶Ð½Ñ‹ Ð¾Ð±ÑŠÐµÐ´Ð¸Ð½Ð¸Ñ‚ÑŒÑÑ Ñ Ð±Ñ‹Ð²ÑˆÐ¸Ð¼ ÑÐ¾Ð»Ð´Ð°Ñ‚Ð¾Ð¼, Ñ‡Ñ‚Ð¾Ð±Ñ‹ ÑƒÐ½Ð¸Ñ‡Ñ‚Ð¾Ð¶Ð¸Ñ‚ÑŒ Ð³Ñ€ÑƒÐ¿Ð¿Ñƒ, Ð¾Ñ‚Ð²ÐµÑ‚ÑÑ‚Ð²ÐµÐ½Ð½ÑƒÑŽ Ð·Ð° ÐµÐµ ÑÐ¾Ð·Ð´Ð°Ð½Ð¸Ðµ.11-",0.16666666666666666,Neutral
205,"The Handmaid's Tale (1990) âˆšFÃºll MÃ¶VlÃ©âˆš
âž£ thebestmovieherenow.blogspot.com/tt0099731/
-All Subtitle Available



åœ¨æ•´å€‹äººé¡žæ­·å²ä¸Šï¼Œå¼·è€…ï¼Œå¯Œäººå’Œå…·æœ‰ç‹¡çŒ¾ç‰¹è³ªçš„äººæ•é£Ÿéƒ¨è½ï¼Œæ°æ—ï¼ŒåŸŽéŽ®ï¼ŒåŸŽå¸‚å’Œé„‰æ‘ä¸­çš„å¼±è€…ï¼Œç„¡`'å®ˆå’Œè²§çª®æˆå“¡ã€‚ç„¶è€Œï¼Œäººé¡žçš„
ç”Ÿå­˜æ„é¡˜è¿«ä½¿é‚£äº›è¢«æ‹’çµ•ï¼Œè¢«å‰å¥ªæˆ–æ‘§æ¯€çš„åŸºæœ¬éœ€æ±‚çš„äººå€‘æ‰¾åˆ°äº†ä¸€ç¨®ç”Ÿæ´»æ–¹å¼ï¼Œä¸¦ç¹¼çºŒå°‡å…¶Aèžå…¥ä¸æ–·ç™¼å±•çš„äººé¡žç¤¾æœƒã€‚
èªªåˆ°é£Ÿç‰©ï¼Œä¸è¦ä»¥ç‚ºé‚£äº›è¢«æ‹’çµ•çš„äººåªåƒåžƒåœ¾ã€‚ç›¸åï¼Œä»–å€‘å­¸æœƒäº†åœ¨è¢«å¿½è¦–çš„è‚‰é¡žå’Œè”¬èœä¸­å°‹æ‰¾ç‡Ÿé¤Šã€‚ä»–å€‘å­¸æœƒäº†æ¸…æ½”ï¼Œåˆ‡å¡Šï¼Œèª¿å‘³å’Œ
æ…¢ç‡‰æ…¢ç‡‰çš„é‡Žèœå’Œè‚‰é¡žï¼Œåœ¨é£Ÿå“å¸‚å ´ä¸Šè¢«å¿½ç•¥çš„éƒ¨åˆ†å®¶ç”¨è”¬èœå’Œè‚‰é¡žï¼Œä¸¦ä¸”å­¸æœƒäº†ä½¿ç”¨èŠ³é¦™çš„æœ¨ç…™ï¼ˆå¦‚å±±æ ¸æ¡ƒï¼Œå±±æ ¸æ¡ƒå’Œè±†ç§‘çŒæœ¨ï¼‰ä¾†èª¿å‘³é£Ÿç‰©ç…®çš„æ™‚å€™:""""""""""`
âˆšâ„¢ Lorsqu'une pilule qui donne aux utilisateurs cinq minutes de super pouvoirs inattendus arrive dans les rues de
 la Nouvelle-OrlÃ©ans, un adolescent marchand et un policier local doivent faire Ã©quipe avec un ancien soldat pour
âˆšâ„¢ faire tomber le groupe responsable de sa fabrication. âˆšâ„¢ ÐšÐ¾Ð³Ð´Ð° Ñ‚Ð°Ð±Ð»ÐµÑ‚ÐºÐ°, Ð´Ð°ÑŽÑ‰Ð°Ñ Ð¿Ð¾Ð»ÑŒÐ·Ð¾Ð²Ð°Ñ‚ÐµÐ»ÑÐ¼ Ð¿ÑÑ‚ÑŒ Ð¼Ð¸Ð½ÑƒÑ‚
 Ð½ÐµÐ¾Ð¶Ð¸Ð´Ð°Ð½Ð½Ñ‹Ñ… ÑÐ²ÐµÑ€Ñ…ÑÐ¿Ð¾ÑÐ¾Ð±Ð½Ð¾ÑÑ‚ÐµÐ¹, Ð¿Ð¾Ð¿Ð°Ð´Ð°ÐµÑ‚ Ð½Ð° ÑƒÐ»Ð¸Ñ†Ñ‹ ÐÐ¾Ð²Ð¾Ð³Ð¾ ÐžÑ€Ð»ÐµÐ°Ð½Ð°, Ñ‚Ð¾Ñ€Ð³Ð¾Ð²ÐµÑ†-Ð¿Ð¾Ð´Ñ€Ð¾ÑÑ‚Ð¾Ðº Ð¸ Ð¼ÐµÑÑ‚Ð½Ñ‹Ð¹ Ð¿Ð¾Ð»Ð¸Ñ†ÐµÐ¹ÑÐºÐ¸Ð¹
 Ð´Ð¾Ð»Ð¶Ð½Ñ‹ Ð¾Ð±ÑŠÐµÐ´Ð¸Ð½Ð¸Ñ‚ÑŒÑÑ Ñ Ð±Ñ‹Ð²ÑˆÐ¸Ð¼ ÑÐ¾Ð»Ð´Ð°Ñ‚Ð¾Ð¼â€”, Ñ‡Ñ‚Ð¾Ð±Ñ‹ ÑƒÐ½Ð¸Ñ‡Ñ‚Ð¾Ð¶Ð¸Ñ‚ÑŒ Ð³Ñ€ÑƒÐ¿Ð¿Ñƒ, Ð¾Ñ‚Ð²ÐµÑ‚ÑÑ‚Ð²ÐµÐ½Ð½ÑƒÑŽ Ð·Ð° ÐµÐµ ÑÐ¾Ð·Ð´Ð°Ð½Ð¸Ðµ. """"""thanks""""""ðž",0.23333333333333334,Positive
206,"The Handmaid's Tale (1990) f'u""l'l M'o'V'l""e
âˆš nowseeherethemovie.blogspot.com/tt0099731/YAGm
Subtitle Available




âˆšâ„¢ Lorsqu'une pilule qui donne aux utilisateurs cinq minutes de super pouvoirs inattendus arrive dans les rues de
la Nouvelle-OrlÃ©ans, un adolescent marchand et un policier local doivent faire Ã©quipe avec un ancien soldat pour
åœ¨æ•´å€‹äººé¡žæ­·å²ä¸Šï¼Œå¼·è€…ï¼Œå¯Œäººå’Œå…·æœ‰ç‹¡çŒ¾ç‰¹è³ªçš„äººæ•é£Ÿéƒ¨è½ï¼Œæ°æ—ï¼ŒåŸŽéŽ®ï¼ŒåŸŽå¸‚å’Œé„‰æ‘ä¸­çš„å¼±è€…ï¼Œç„¡`'å®ˆå’Œè²§çª®æˆå“¡ã€‚ç„¶è€Œï¼Œäººé¡žçš„
ç”Ÿå­˜æ„é¡˜è¿«ä½¿é‚£äº›è¢«æ‹’çµ•ï¼Œè¢«å‰å¥ªæˆ–æ‘§æ¯€çš„åŸºæœ¬éœ€æ±‚çš„äººå€‘æ‰¾åˆ°äº†ä¸€ç¨®ç”Ÿæ´»æ–¹å¼ï¼Œä¸¦ç¹¼çºŒå°‡å…¶Aèžå…¥ä¸æ–·ç™¼å±•çš„äººé¡žç¤¾æœƒã€‚
èªªåˆ°é£Ÿç‰©ï¼Œä¸è¦ä»¥ç‚ºé‚£äº›è¢«æ‹’çµ•çš„äººåªåƒåžƒåœ¾ã€‚ç›¸åï¼Œä»–å€‘å­¸æœƒäº†åœ¨è¢«å¿½è¦–çš„è‚‰é¡žå’Œè”¬èœä¸­å°‹æ‰¾ç‡Ÿé¤Šã€‚ä»–å€‘å­¸æœƒäº†æ¸…æ½”ï¼Œåˆ‡å¡Šï¼Œèª¿å‘³å’Œ
æ…¢ç‡‰æ…¢ç‡‰çš„é‡Žèœå’Œè‚‰é¡žï¼Œåœ¨é£Ÿå“å¸‚å ´ä¸Šè¢«å¿½ç•¥çš„éƒ¨åˆ†å®¶ç”¨è”¬èœå’Œè‚‰é¡žï¼Œä¸¦ä¸”å­¸æœƒäº†ä½¿ç”¨èŠ³é¦™çš„æœ¨ç…™ï¼ˆå¦‚å±±æ ¸æ¡ƒï¼Œå±±æ ¸æ¡ƒå’Œè±†ç§‘çŒæœ¨ï¼‰ä¾†èª¿å‘³é£Ÿç‰©ç…®çš„æ™‚å€™:
faire tomber le groupe responsable de sa fabrication de santes la. âˆšâ„¢best regard.",0.24444444444444446,Positive
207,The cast in this are phenomenal!,0.625,Positive
208,Lol I forgot about the narrator voice and most old movies,0.46666666666666673,Positive
209,"I was 16 when the book 1st came out, & the story has stayed w/ me since then. I remember watching this version of ""The Handmaid's Tale"" & feeling very disappointed, so much so that I forgot I watched it till I saw this video. Every time I watch media created in the 70's & 80's I find it hard to believe we were satisfied w/ the junk they put out - it's terrible. It's like they grabbed people off the street, handed them a script, & started filming. I love how far we've come in how we use movies/TV to tell stories. The attention to detail (sets, clothing, props, music, etc.), showing the destruction/transformation of the world we live in now, how dedicated the actors are to finding the real & complicated feelings of the characters - all of it is has reached the level of true art.",-0.12303030303030305,Neutral
210,Just jumped in here after knowing they filmed this at Michael Peterson's mansion after watching The Staircase in Netflix.ðŸ‘ŒðŸ½,0.0,Neutral
211,Ofred on here eventually escapes here and had twins - parent trap ðŸ˜‚,0.0,Neutral
212,"This is why talented writers, directors and producers make all the difference. Same exact story, vastly different outcome.",0.2375,Positive
213,Yeah the original was weak compared to the TV reboot but it still gave you some thought.,0.0,Neutral
214,Didn't know there was a movie of it... I need to watch it,0.0,Neutral
215,Looks stupid,-0.7999999999999999,Negative
216,â¤ðŸŒðŸ™â¤,0.0,Neutral
217,This movie was utter shit. The show actually did the book justice.,-0.06666666666666667,Neutral
218,Eesh the acting. :/,-0.125,Neutral
219,That was a good season 1 recap,0.7,Positive
220,"BuscÃ³ esta pelÃ­cula en espaÃ±ol, alguien sabe donde la puedo conseguir?",0.0,Neutral
221,Wow the tv show matches the movie perfectly,0.55,Positive
222,I do think that making the commander an old guy was a much better casting choice than the steamy bloke they cast in the Hulu series as it reinforces how wrong the situation is.,0.033333333333333326,Neutral
223,"â€œOnce upon a time in the recent future...â€

Wat",0.0,Neutral
224,"Crazy shenanigans similar to the Handmaid's Tale really happen in real life, but never in countries where White people are in charge. Just study what goes on in Africa, East Asia, and the Middle East, and you'll find real-life similarities.",-0.033333333333333326,Neutral
225,"Prime wants 10 dollars to rent it, when did we have to start paying so much for 30 year old movies?",0.16666666666666666,Neutral
226,Please read important my church going family is part of this regime.. here in America Medford oregon it's the hub they are names Mitchel like me mayou my other name they go by the last names also glassford and yes guess what Waterford yes im in danger my bank card was stolen and they ask demand money from me yet wouldn't tell me what name my foreign bank account is under these people are callous cruel and follow various churches play mind games well its the fellowship church groups the fellowship church...Applegate or applewhite all crazy they are in collusion with CPM a property management company here in Medford to control people i lost my home my possessions are some lost got my federally subsidized housing taken these people are cruel and callous yes this is why Margaret Atwood is a godsend yes our government has gone wrong very wrong and these churches shouldn't be allowed to use our United states constitution to control us its not right yes wrongly indeed CPM real estate Oregon business owners are colluding to use people to control and via these criminal organizations they have installed an authoritarian system here this is true,-0.2728571428571429,Negative
227,It makes sense that I saw a Trump ad before watching this video.,0.0,Neutral
228,this is comical compared to the series,0.5,Positive
229,"I remember around 4th grade which was 1989-ish, I met an old man at the tennis courts in our apartments in North Carolina. He told me his daughter or step daughter, something like that, was in a movie. I totally didnâ€™t care and thought he might be full of shit. He told me the movie was called â€œa handmaidens taleâ€. He was adamant about me remembering the name. So I remembered it but never saw or heard about it. Iâ€™ve thought about it my whole life. This has to be it. It looks interesting. I would really like to see it. Iâ€™ll have to look it up.",0.15625,Neutral
